Word	Annotation	Sense	Part of Speech	Level
Ausfall	der Ausfall, -̈e		der	B2+
ausfallen, fällt aus, fiel aus, ist ausgefallen	ausfallen, fällt aus, fiel aus, ist ausgefallen		verb	B1
Ausflug	der Ausflug, -̈e		der	A1
ausführen, führt aus, führte aus, hat ausgeführt	ausführen, führt aus, führte aus, hat ausgeführt		verb	B1
ausführlich	ausführlich		adj	B2+
Ausführung	die Ausführung, -en		die	B2+
ausfüllen, füllt aus, füllte aus, hat ausgefüllt	ausfüllen, füllt aus, füllte aus, hat ausgefüllt		verb	A1
Ausgabe	die Ausgabe, -n		die	B1
Ausgang	der Ausgang, -̈e		der	A1
Ausgangspunkt	der Ausgangspunkt, -e		der	B2+
ausgeben, gibt aus, gab aus, hat ausgegeben	ausgeben, gibt aus, gab aus, hat ausgegeben		verb	A2
ausgehen, geht aus, ging aus, ist ausgegangen	ausgehen, geht aus, ging aus, ist ausgegangen		verb	A2
ausgeprägt	ausgeprägt		adj	B2+
ausgerechnet	ausgerechnet		adv	B1
ausgesprochen	ausgesprochen		adj	B2+
ausgezeichnet	ausgezeichnet		adj	B1
Ausgleich	der Ausgleich, -e		der	B2+
ausgleichen, gleicht aus, glich aus, hat ausgeglichen	ausgleichen, gleicht aus, glich aus, hat ausgeglichen		verb	B2+
aushalten, hält aus, hielt aus, hat ausgehalten	aushalten, hält aus, hielt aus, hat ausgehalten		verb	B2+
auskennen, kennt aus, kannte aus, hat ausgekannt	auskennen, kennt aus, kannte aus, hat ausgekannt		verb	B2+
auskommen, kommt aus, kam aus, ist ausgekommen	auskommen, kommt aus, kam aus, ist ausgekommen		verb	B2+
Auskunft	die Auskunft, -̈e		die	A1
Ausland	das Ausland		das	A1
Ausländer	der Ausländer, -		der	A1
ausländisch	ausländisch		adj	A1
auslaufen, läuft aus, lief aus, ist ausgelaufen	auslaufen, läuft aus, lief aus, ist ausgelaufen		verb	B2+
auslegen, legt aus, legte aus, hat ausgelegt	auslegen, legt aus, legte aus, hat ausgelegt		verb	B2+
auslösen, löst aus, löste aus, hat ausgelöst	auslösen, löst aus, löste aus, hat ausgelöst		verb	B1
ausmachen, macht aus, machte aus, hat ausgemacht	ausmachen, macht aus, machte aus, hat ausgemacht		verb	A1
Ausmaß	das Ausmaß, -e		das	B2+
Ausnahme	die Ausnahme, -n		die	B1
ausnutzen, nutzt aus, nutzte aus, hat ausgenutzt	ausnutzen, nutzt aus, nutzte aus, hat ausgenutzt		verb	B2+
Ausprägung	die Ausprägung, -en		die	B2+
ausprobieren, probiert aus, probierte aus, hat ausprobiert	ausprobieren, probiert aus, probierte aus, hat ausprobiert		verb	B2+
ausreichen, reicht aus, reichte aus, hat ausgereicht	ausreichen, reicht aus, reichte aus, hat ausgereicht		verb	B1
ausrichten, richtet aus, richtete aus, hat ausgerichtet	ausrichten, richtet aus, richtete aus, hat ausgerichtet		verb	B1
Ausrichtung	die Ausrichtung, -en		die	B2+
ausrufen, ruft aus, rief aus, hat ausgerufen	ausrufen, ruft aus, rief aus, hat ausgerufen		verb	B2+
Aussage	die Aussage, -n		die	A1
aussagen, sagt aus, sagte aus, hat ausgesagt	aussagen, sagt aus, sagte aus, hat ausgesagt		verb	B2+
ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet	ausschalten, schaltet aus, schaltete aus, hat ausgeschaltet		verb	B2+
ausscheiden, scheidet aus, schied aus, hat ausgeschieden	ausscheiden, scheidet aus, schied aus, hat ausgeschieden		verb	B2+
ausschließen, schließt aus, schloss aus, hat ausgeschlossen	ausschließen, schließt aus, schloss aus, hat ausgeschlossen		verb	B1
ausschließlich	ausschließlich		adj	B1
Ausschnitt	der Ausschnitt, -e		der	B2+
Ausschuss	der Ausschuss, -̈e		der	B2+
aussehen, sieht aus, sah aus, hat ausgesehen	aussehen, sieht aus, sah aus, hat ausgesehen		verb	A1
außen	außen		adj	B1
Außenminister	der Außenminister, -		der	B2+
außer	außer		prep	A2
außerdem	außerdem		adv	A2
äußere	äußere (r, s)		adj	B1
außergewöhnlich	außergewöhnlich		adj	B2+
außerhalb	außerhalb		prep	A2
äußern, äußert, äußerte, hat geäußert	äußern, äußert, äußerte, hat geäußert		verb	B1
außerordentlich	außerordentlich		adj	B2+
äußerst	äußerst		adv	B1
Äußerung	die Äußerung, -en		die	B1
aussetzen, setzt aus, setzte aus, hat ausgesetzt	aussetzen, setzt aus, setzte aus, hat ausgesetzt		verb	B1
Aussicht	die Aussicht, -en		die	B1
aussprechen, spricht aus, sprach aus, hat ausgesprochen	aussprechen, spricht aus, sprach aus, hat ausgesprochen		verb	A2
ausstatten, stattet aus, stattete aus, hat ausgestattet	ausstatten, stattet aus, stattete aus, hat ausgestattet		verb	B2+
Ausstattung	die Ausstattung, -en		die	B2+
ausstehen, steht aus, stand aus, hat ausgestanden	ausstehen, steht aus, stand aus, hat ausgestanden		verb	B2+
aussteigen, steigt aus, stieg aus, ist ausgestiegen	aussteigen, steigt aus, stieg aus, ist ausgestiegen		verb	A1
ausstellen, stellt aus, stellte aus, hat ausgestellt	ausstellen, stellt aus, stellte aus, hat ausgestellt		verb	B1
Ausstellung	die Ausstellung, -en		die	A2
ausstrahlen, strahlt aus, strahlte aus, hat ausgestrahlt	ausstrahlen, strahlt aus, strahlte aus, hat ausgestrahlt		verb	B2+
ausstrecken, streckt aus, streckte aus, hat ausgestreckt	ausstrecken, streckt aus, streckte aus, hat ausgestreckt		verb	B2+
aussuchen, sucht aus, suchte aus, hat ausgesucht	aussuchen, sucht aus, suchte aus, hat ausgesucht		verb	B2+
Austausch	der Austausch, -e		der	B2+
austauschen, tauscht aus, tauschte aus, hat ausgetauscht	austauschen, tauscht aus, tauschte aus, hat ausgetauscht		verb	B2+
Australien	Australien		das	B2+
austreten, tritt aus, trat aus, ist ausgetreten	austreten, tritt aus, trat aus, ist ausgetreten		verb	B2+
ausüben, übt aus, übte aus, hat ausgeübt	ausüben, übt aus, übte aus, hat ausgeübt		verb	B2+
Auswahl	die Auswahl, -en		die	B1
auswählen, wählt aus, wählte aus, hat ausgewählt	auswählen, wählt aus, wählte aus, hat ausgewählt		verb	B1
auswärtig	auswärtig		adj	B2+
ausweichen, weicht aus, wich aus, ist ausgewichen	ausweichen, weicht aus, wich aus, ist ausgewichen		verb	B2+
ausweisen, weist aus, wies aus, hat ausgewiesen	ausweisen, weist aus, wies aus, hat ausgewiesen		verb	B2+
auswerten, wertet aus, wertete aus, hat ausgewertet	auswerten, wertet aus, wertete aus, hat ausgewertet		verb	B2+
Auswertung	die Auswertung, -en		die	B2+
auswirken, wirkt aus, wirkte aus, hat ausgewirkt	auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt		verb	B2+
Auswirkung	die Auswirkung, -en		die	B1
auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet	auszeichnen, zeichnet aus, zeichnete aus, hat ausgezeichnet		verb	B2+
Auszeichnung	die Auszeichnung, -en		die	B2+
ausziehen, zieht aus, zog aus, ist ausgezogen	ausziehen, zieht aus, zog aus, ist ausgezogen		verb	B1
Auto	das Auto, -s		das	A1
Autobahn	die Autobahn, -en		die	A1
Autofahrer	der Autofahrer, -		der	B2+
automatisch	automatisch		adj	A1
autonom	autonom		adj	B2+
Autor	der Autor, -en		der	B1
Baby	das Baby, -s		das	A1
backen, bäckt, buk, hat gebacken	backen, bäckt, buk, hat gebacken		verb	A2
Bad	das Bad, -̈er		das	A1
Baden-Württemberg	Baden-Württemberg		das	B2+
Bahn	die Bahn, -en		die	A1
Bahnhof	der Bahnhof, -̈e		der	A1
Bakterie	die Bakterie, -n		die	B1
bald	bald		adv	A1
Balkon	der Balkon, -s		der	A1
Ball	der Ball, -̈e		der	A2
Band	das Band, -̈er		der, die, das	A2
Bande	die Bande, -n		die	B2+
Bank	die Bank, -̈e		die	A1
Bar	Bar		die	A1
Bär	der Bär, -en		der	B2+
bar	bar		adj	A1
Bargeld	das Bargeld		das	B2+
Baron	der Baron, -e		der	B2+
Base	die Base, -n		die	B1
basieren, basiert, basierte, hat basiert	basieren, basiert, basierte, hat basiert		verb	B2+
Basis	die Basis, -en		die	B1
Bau	der Bau, -ten		der	B1
Bauch	der Bauch, -̈e		der	A1
bauen, baut, baute, hat gebaut	bauen, baut, baute, hat gebaut		verb	A2
Bauer	der Bauer, -n		der	B1
Baum	der Baum, -̈e		der	A1
Baustelle	die Baustelle, -n		die	A2
Bayern	Bayern		das	A2
bayrisch	bayrisch		adj	B1
beachten, beachtet, beachtete, hat beachtet	beachten, beachtet, beachtete, hat beachtet		verb	B1
Beachtung	die Beachtung		die	B2+
Beamte	die Beamte		der, die	A1
beantragen, beantragt, beantragte, hat beantragt	beantragen, beantragt, beantragte, hat beantragt		verb	B1
beantworten, beantwortet, beantwortete, hat beantwortet	beantworten, beantwortet, beantwortete, hat beantwortet		verb	A2
bearbeiten, bearbeitet, bearbeitete, hat bearbeitet	bearbeiten, bearbeitet, bearbeitete, hat bearbeitet		verb	B2+
Bearbeitung	die Bearbeitung, -en		die	B2+
beauftragen, beauftragt, beauftragte, hat beauftragt	beauftragen, beauftragt, beauftragte, hat beauftragt		verb	B2+
Becken	das Becken, -		das	B2+
bedanken, bedankt, bedankte, hat bedankt	bedanken (sich), bedankt, bedankte, hat bedankt		verb	A2
Bedarf	der Bedarf, -e		der	B1
bedauern, bedauert, bedauerte, hat bedauert	bedauern, bedauert, bedauerte, hat bedauert		verb	B2+
bedecken, bedeckt, bedeckte, hat bedeckt	bedecken, bedeckt, bedeckte, hat bedeckt		verb	B2+
Bedenken	das Bedenken, -		das	B2+
bedenken, bedenkt, bedachte, hat bedacht	bedenken, bedenkt, bedachte, hat bedacht		verb	B2+
bedeuten, bedeutet, bedeutete, hat bedeutet	bedeuten, bedeutet, bedeutete, hat bedeutet		verb	A1
bedeutend	bedeutend		adj	B1
bedeutsam	bedeutsam		adj	B2+
Bedeutung	die Bedeutung, -en		die	B1
bedienen, bedient, bediente, hat bedient	bedienen, bedient, bediente, hat bedient		verb	B1
bedingen, bedingt, bedingte, hat bedingt	bedingen, bedingt, bedingte, hat bedingt		verb	B1
Bedingung	die Bedingung, -en		die	B1
bedrohen, bedroht, bedrohte, hat bedroht	bedrohen, bedroht, bedrohte, hat bedroht		verb	B2+
Bedrohung	die Bedrohung, -en		die	B2+
bedürfen, bedarf, bedurfte, hat bedurft	bedürfen, bedarf, bedurfte, hat bedurft		verb	B2+
Bedürfnis	das Bedürfnis, -se		das	B1
beeindrucken, beeindruckt, beeindruckte, hat beeindruckt	beeindrucken, beeindruckt, beeindruckte, hat beeindruckt		verb	B1
beeinflussen, beeinflusst, beeinflusste, hat beeinflusst	beeinflussen, beeinflusst, beeinflusste, hat beeinflusst		verb	B1
beeinträchtigen, beeinträchtigt, beeinträchtigte, hat beeinträchtigt	beeinträchtigen, beeinträchtigt, beeinträchtigte, hat beeinträchtigt		verb	B2+
beenden, beendet, beendete, hat beendet	beenden, beendet, beendete, hat beendet		verb	A2
befassen, befasst, befasste, hat befasst	befassen (sich), befasst, befasste, hat befasst		verb	B2+
Befehl	der Befehl, -e		der	B2+
befestigen, befestigt, befestigte, hat befestigt	befestigen, befestigt, befestigte, hat befestigt		verb	B2+
befinden, befindet, befand, hat befunden	befinden (sich), befindet, befand, hat befunden		verb	B1
befördern, befördert, beförderte, hat befördert	befördern, befördert, beförderte, hat befördert		verb	B2+
befragen, befragt, befragte, hat befragt	befragen, befragt, befragte, hat befragt		verb	B1
Befragung	die Befragung, -en		die	B2+
befreien, befreit, befreite, hat befreit	befreien, befreit, befreite, hat befreit		verb	B1
Befreiung	die Befreiung, -en		die	B2+
befriedigen, befriedigt, befriedigte, hat befriedigt	befriedigen, befriedigt, befriedigte, hat befriedigt		verb	B2+
Befund	der Befund, -e		der	B2+
befürchten, befürchtet, befürchtete, hat befürchtet	befürchten, befürchtet, befürchtete, hat befürchtet		verb	B1
begeben, begibt, begab, hat begeben	begeben (sich), begibt, begab, hat begeben		verb	B2+
begegnen, begegnet, begegnete, ist begegnet	begegnen, begegnet, begegnete, ist begegnet		verb	B1
Begegnung	die Begegnung, -en		die	B1
begehen, begeht, beging, hat begangen	begehen, begeht, beging, hat begangen		verb	B2+
begeistern, begeistert, begeisterte, hat begeistert	begeistern, begeistert, begeisterte, hat begeistert		verb	B1
Begeisterung	die Begeisterung, -en		die	B2+
Beginn	der Beginn, -e		der	B1
beginnen, beginnt, begann, hat begonnen	beginnen, beginnt, begann, hat begonnen		verb	A1
begleiten, begleitet, begleitete, hat begleitet	begleiten, begleitet, begleitete, hat begleitet		verb	B1
Begleiter	der Begleiter, -		der	B2+
begreifen, begreift, begriff, hat begriffen	begreifen, begreift, begriff, hat begriffen		verb	B1
begrenzen, begrenzt, begrenzte, hat begrenzt	begrenzen, begrenzt, begrenzte, hat begrenzt		verb	B1
Begriff	der Begriff, -e		der	A2
begründen, begründet, begründete, hat begründet	begründen, begründet, begründete, hat begründet		verb	A2
Begründung	die Begründung, -en		die	B1
begrüßen, begrüßt, begrüßte, hat begrüßt	begrüßen, begrüßt, begrüßte, hat begrüßt		verb	B1
begünstigen, begünstigt, begünstigte, hat begünstigt	begünstigen, begünstigt, begünstigte, hat begünstigt		verb	B2+
behalten, behält, behielt, hat behalten	behalten, behält, behielt, hat behalten		verb	B1
behandeln, behandelt, behandelte, hat behandelt	behandeln, behandelt, behandelte, hat behandelt		verb	B1
Behandlung	die Behandlung, -en		die	B1
behaupten, behauptet, behauptete, hat behauptet	behaupten, behauptet, behauptete, hat behauptet		verb	B1
Behauptung	die Behauptung, -en		die	B2+
beherrschen, beherrscht, beherrschte, hat beherrscht	beherrschen, beherrscht, beherrschte, hat beherrscht		verb	B1
behindern, behindert, behinderte, hat behindert	behindern, behindert, behinderte, hat behindert		verb	B1
behindert	behindert		adj	B2+
Behinderung	die Behinderung, -en		die	B2+
Behörde	die Behörde, -n		die	B1
bei	bei		prep	A1
beibringen, bringt bei, brachte bei, hat beigebracht	beibringen, bringt bei, brachte bei, hat beigebracht		verb	B2+
beide	beide		pron	A1
Beifall	der Beifall		der	B1
Bein	das Bein, -e		das	A1
beinahe	beinahe		adv	B1
beinhalten, beinhaltet, beinhaltete, hat beinhaltet	beinhalten, beinhaltet, beinhaltete, hat beinhaltet		verb	B2+
Beispiel	das Beispiel, -e		das	A1
beispielsweise, bspw.	beispielsweise, bspw.		adv	A2
beißen, beißt, biss, hat gebissen	beißen, beißt, biss, hat gebissen		verb	B1
Beitrag	der Beitrag, -̈e		der	B1
beitragen, trägt bei, trug bei, hat beigetragen	beitragen, trägt bei, trug bei, hat beigetragen		verb	B1
bekämpfen, bekämpft, bekämpfte, hat bekämpft	bekämpfen, bekämpft, bekämpfte, hat bekämpft		verb	B2+
Bekämpfung	die Bekämpfung, -en		die	B2+
bekannt	bekannt		adj	A1
bekanntlich	bekanntlich		adv	B2+
bekennen, bekennt, bekannte, hat bekannt	bekennen, bekennt, bekannte, hat bekannt		verb	B2+
beklagen, beklagt, beklagte, hat beklagt	beklagen, beklagt, beklagte, hat beklagt		verb	B2+
bekommen, bekommt, bekam, hat bekommen	bekommen, bekommt, bekam, hat bekommen		verb	A1
belasten, belastet, belastete, hat belastet	belasten, belastet, belastete, hat belastet		verb	B1
Belastung	die Belastung, -en		die	B1
Beleg	der Beleg, -e		der	B1
belegen, belegt, belegte, hat belegt	belegen, belegt, belegte, hat belegt		verb	B1
beleidigen, beleidigt, beleidigte, hat beleidigt	beleidigen, beleidigt, beleidigte, hat beleidigt		verb	B1
beleuchten, beleuchtet, beleuchtete, hat beleuchtet	beleuchten, beleuchtet, beleuchtete, hat beleuchtet		verb	B2+
Belgien	Belgien		das	B2+
belgisch	belgisch		adj	B2+
beliebig	beliebig		adj	B1
beliebt	beliebt		adj	A2
bemerken, bemerkt, bemerkte, hat bemerkt	bemerken, bemerkt, bemerkte, hat bemerkt		verb	B1
bemerkenswert	bemerkenswert		adj	B2+
Bemerkung	die Bemerkung, -en		die	B1
bemühen, bemüht, bemühte, hat bemüht	bemühen (sich), bemüht, bemühte, hat bemüht		verb	B1
Bemühung	die Bemühung, -en		die	B2+
benachbart	benachbart		adj	B2+
benehmen, benimmt, benahm, hat benommen	benehmen, benimmt, benahm, hat benommen		verb	B2+
benennen, benennt, benannte, hat benannt	benennen, benennt, benannte, hat benannt		verb	B1
benötigen, benötigt, benötigte, hat benötigt	benötigen, benötigt, benötigte, hat benötigt		verb	B1
benutzen, benutzt, benutzte, hat benutzt	benutzen, benutzt, benutzte, hat benutzt		verb	A1
Benutzer	der Benutzer, -		der	B2+
beobachten, beobachtet, beobachtete, hat beobachtet	beobachten, beobachtet, beobachtete, hat beobachtet		verb	B1
Beobachter	der Beobachter, -		der	B2+
Beobachtung	die Beobachtung, -en		die	B1
bequem	bequem		adj	A2
beraten, berät, beriet, hat beraten	beraten, berät, beriet, hat beraten		verb	A2
Berater	der Berater, -		der	B2+
Beratung	die Beratung, -en		die	B1
berechnen, berechnet, berechnete, hat berechnet	berechnen, berechnet, berechnete, hat berechnet		verb	B1
Berechnung	die Berechnung, -en		die	B1
berechtigen, berechtigt, berechtigte, hat berechtigt	berechtigen, berechtigt, berechtigte, hat berechtigt		verb	B2+
Bereich	der Bereich, -e		der	B1
bereit	bereit		adj	B1
bereiten, bereitet, bereitete, hat bereitet	bereiten, bereitet, bereitete, hat bereitet		verb	B2+
bereits	bereits		adv	B1
Bereitschaft	die Bereitschaft, -en		die	B2+
bereitstellen, stellt bereit, stellte bereit, hat bereitgestellt	bereitstellen, stellt bereit, stellte bereit, hat bereitgestellt		verb	B1
Berg	der Berg, -e		der	A2
bergen, birgt, barg, hat geborgen	bergen, birgt, barg, hat geborgen		verb	B2+
Bericht	der Bericht, -e		der	B1
berichten, berichtet, berichtete, hat berichtet	berichten, berichtet, berichtete, hat berichtet		verb	A2
Berliner	der Berliner, -		der	B2+
berliner	berliner		adj	B1
berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt	berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt		verb	B1
Berücksichtigung	die Berücksichtigung, -en		die	B2+
Beruf	der Beruf, -e		der	A1
berufen, beruft, berief, hat berufen	berufen, beruft, berief, hat berufen		verb	B2+
beruflich	beruflich		adj	B1
Berufung	die Berufung, -en		die	B2+
beruhen, beruht, beruhte, hat beruht	beruhen, beruht, beruhte, hat beruht		verb	B1
beruhigen, beruhigt, beruhigte, hat beruhigt	beruhigen, beruhigt, beruhigte, hat beruhigt		verb	B1
berühmt	berühmt		adj	A2
berühren, berührt, berührte, hat berührt	berühren, berührt, berührte, hat berührt		verb	B1
Berührung	die Berührung, -en		die	B2+
besagen, besagt, besagte, hat besagt	besagen, besagt, besagte, hat besagt		verb	B2+
beschädigen, beschädigt, beschädigte, hat beschädigt	beschädigen, beschädigt, beschädigte, hat beschädigt		verb	B1
beschäftigen, beschäftigt, beschäftigte, hat beschäftigt	beschäftigen, beschäftigt, beschäftigte, hat beschäftigt		verb	B1
Beschäftigte	die Beschäftigte		der, die	B2+
Beschäftigung	die Beschäftigung, -en		die	B1
Bescheid	der Bescheid, -e		der	A2
bescheiden	bescheiden		adj	B2+
bescheren, beschert, bescherte, hat beschert	bescheren, beschert, bescherte, hat beschert		verb	B2+
beschleunigen, beschleunigt, beschleunigte, hat beschleunigt	beschleunigen, beschleunigt, beschleunigte, hat beschleunigt		verb	B2+
Beschleunigung	die Beschleunigung, -en		die	B2+
beschließen, beschließt, beschloss, hat beschlossen	beschließen, beschließt, beschloss, hat beschlossen		verb	B1
Beschluss	der Beschluss, -̈e		der	B2+
beschränken, beschränkt, beschränkte, hat beschränkt	beschränken, beschränkt, beschränkte, hat beschränkt		verb	B1
Beschränkung	die Beschränkung, -en		die	B2+
beschreiben, beschreibt, beschrieb, hat beschrieben	beschreiben, beschreibt, beschrieb, hat beschrieben		verb	A2
Beschreibung	die Beschreibung, -en		die	B1
Beschwerde	die Beschwerde, -n		die	B2+
beschweren, beschwert, beschwerte, hat beschwert	beschweren, beschwert, beschwerte, hat beschwert		verb	A2
beschwören, beschwört, beschwor, hat beschworen	beschwören, beschwört, beschwor, hat beschworen		verb	B2+
beseitigen, beseitigt, beseitigte, hat beseitigt	beseitigen, beseitigt, beseitigte, hat beseitigt		verb	B2+
besetzen, besetzt, besetzte, hat besetzt	besetzen, besetzt, besetzte, hat besetzt		verb	B1
Besetzung	die Besetzung, -en		die	B2+
besiegen, besiegt, besiegte, hat besiegt	besiegen, besiegt, besiegte, hat besiegt		verb	B2+
Besitz	der Besitz, -e		der	B2+
besitzen, besitzt, besaß, hat besessen	besitzen, besitzt, besaß, hat besessen		verb	B1
Besitzer	der Besitzer, -		der	B2+
besondere	besondere (r, s)		adj	A2
Besonderheit	die Besonderheit, -en		die	B2+
besonders	besonders		adv	A2
besorgen, besorgt, besorgte, hat besorgt	besorgen, besorgt, besorgte, hat besorgt		verb	B1
besorgt	besorgt		adj	B2+
besprechen, bespricht, besprach, hat besprochen	besprechen, bespricht, besprach, hat besprochen		verb	B1
besser	besser		adj	A1
Bestand	der Bestand, -̈e		der	B2+
Bestandteil	der Bestandteil, -e		der	B1
bestätigen, bestätigt, bestätigte, hat bestätigt	bestätigen, bestätigt, bestätigte, hat bestätigt		verb	A2
beste	beste (r, s)		adj	A1
bestehen, besteht, bestand, hat bestanden	bestehen, besteht, bestand, hat bestanden		verb	A2
bestellen, bestellt, bestellte, hat bestellt	bestellen, bestellt, bestellte, hat bestellt		verb	A1
Bestellung	die Bestellung, -en		die	B2+
bestens	bestens		adv	B2+
bestimmen, bestimmt, bestimmte, hat bestimmt	bestimmen, bestimmt, bestimmte, hat bestimmt		verb	A2
