Word	Annotation	Sense	Part of Speech	Level	English
entziehen, entzieht, entzog, hat entzogen	entziehen, entzieht, entzog, hat entzogen		verb	B2+	to take away, remove, draw
Reduktion	die Reduktion, -en		die	B2+	reduction
Schwein	das Schwein, -e		das	A2	pig
Komplex	der Komplex, -e		der	B2+	complex
sofern	sofern		conj	B2+	provided that, if
anstreben, strebt an, strebte an, hat angestrebt	anstreben, strebt an, strebte an, hat angestrebt		verb	B2+	to aim at, strive (for), aspire to
beklagen, beklagt, beklagte, hat beklagt	beklagen, beklagt, beklagte, hat beklagt		verb	B2+	to complain
einigen, einigt, einigte, hat geeinigt	einigen, einigt, einigte, hat geeinigt		verb	B1	to unite, agree
Freundschaft	die Freundschaft, -en		die	B1	friendship
Hütte	die Hütte, -n		die	B1	hut, cabin
Mantel	der Mantel, -̈		der	A2	coat
Prognose	die Prognose, -n		die	B2+	prognosis, forecast
zugehörig	zugehörig		adj	B2+	belonging, corresponding
analytisch	analytisch		adj	B2+	analytic
Anliegen	das Anliegen, -		das	B2+	request
locker	locker		adj	B1	loose, relaxed
sonstig	sonstig		adj	B2+	other
abwarten, wartet ab, wartete ab, hat abgewartet	abwarten, wartet ab, wartete ab, hat abgewartet		verb	B2+	to wait, wait out
bitter	bitter		adj	A1	bitter
permanent	permanent		adj	B2+	permanent
Abkommen	das Abkommen, -		das	B2+	agreement
Abstimmung	die Abstimmung, -en		die	B2+	vote, coordination
Geschmack	der Geschmack, -̈e		der	B1	taste
nachfolgen, folgt nach, folgte nach, ist nachgefolgt	nachfolgen, folgt nach, folgte nach, ist nachgefolgt		verb, adj	B2+	to follow, succeed; following, subsequently
neigen, neigt, neigte, hat geneigt	neigen, neigt, neigte, hat geneigt		verb	B2+	to bend, lean
Rente	die Rente, -n		die	B1	pension, retirement
Taxi	das Taxi, -s		das	A1	taxi
vorhin	vorhin		adv	B1	a short time ago
Zusammenfassung	die Zusammenfassung, -en		die	B2+	summary
Disziplin	die Disziplin, -en		die	B2+	discipline
Aufstieg	der Aufstieg, -e		der	B2+	climb, rise
keinerlei	keinerlei		pron	B2+	no . . . at all
Mond	der Mond, -e		der	B1	moon
professionell	professionell		adj	B2+	professional
Semester	das Semester, -		das	B1	semester
Gastgeber	der Gastgeber, -		der	B2+	host
hinein	hinein		adv	B2+	in, into
kinetisch	kinetisch		adj	B2+	kinetic
Skript	das Skript, -e		das	B2+	script, lecture notes
vertreiben, vertreibt, vertrieb, hat vertrieben	vertreiben, vertreibt, vertrieb, hat vertrieben		verb	B2+	to drive out, sell
zugänglich	zugänglich		adj	B1	accessible
zurzeit	zurzeit		adv	A1	at the moment
versterben, verstirbt, verstarb, ist verstorben	versterben, verstirbt, verstarb, ist verstorben		verb	B2+	to pass away
zurückhalten, hält zurück, hielt zurück, hat zurückgehalten	zurückhalten, hält zurück, hielt zurück, hat zurückgehalten		verb	B2+	to hold back, restrain
Abweichung	die Abweichung, -en		die	B2+	difference, deviation, tolerance
aufsetzen, setzt auf, setzte auf, hat aufgesetzt	aufsetzen, setzt auf, setzte auf, hat aufgesetzt		verb	B2+	to put on
langweilig	langweilig		adj	A2	boring
nachgehen, geht nach, ging nach, ist nachgegangen	nachgehen, geht nach, ging nach, ist nachgegangen		verb	B2+	to follow, pursue, be slow
schief	schief		adj	B1	crooked, not straight
Wange	die Wange, -n		die	B2+	cheek
Champion	der Champion, -s		der	B2+	champion
Horizont	der Horizont, -e		der	B2+	horizon
Intensität	die Intensität, -en		die	B2+	intensity
korrigieren, korrigiert, korrigierte, hat korrigiert	korrigieren, korrigiert, korrigierte, hat korrigiert		verb	B1	to correct, revise
Linke	die Linke		die	B2+	left-wing party, Left Party
neunzig	neunzig		num	B2+	ninety
Sänger	der Sänger, -		der	B1	singer
Symptom	das Symptom, -e		das	B2+	symptom
einig	einig		adj	A2	agreed
Auffassung	die Auffassung, -en		die	B2+	point of view
herum	herum		prep	B2+	around
Kunstwerk	das Kunstwerk, -e		das	B2+	work of art
Ministerium	das Ministerium, -en		das	B2+	ministry, department
Österreicher	der Österreicher, -		der	B2+	Austrian
stellvertretend	stellvertretend		adj	B2+	on behalf
Ursprung	der Ursprung, -̈e		der	B2+	origin
mündlich	mündlich		adj	B1	oral
neugierig	neugierig		adj	B1	curious
jagen, jagt, jagte, hat gejagt	jagen, jagt, jagte, hat gejagt		verb	B2+	to hunt
Schwäche	die Schwäche, -n		die	B2+	weakness
Minus	das Minus, -se		das	B2+	minus, deficit
Eisen	das Eisen, -		das	B2+	iron
Iran	Iran		der	B2+	Iran
Besonderheit	die Besonderheit, -en		die	B2+	idiosyncracy, (special) feature, unique characteristic
Fett	das Fett, -e		das	A2	fat
lenken, lenkt, lenkte, hat gelenkt	lenken, lenkt, lenkte, hat gelenkt		verb	B2+	to steer, guide
vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen	vorbeikommen, kommt vorbei, kam vorbei, ist vorbeigekommen		verb	B2+	to pass
cool	cool		adj	B2+	cool
kleben, klebt, klebte, hat geklebt	kleben, klebt, klebte, hat geklebt		verb	B1	to stick
Unsicherheit	die Unsicherheit, -en		die	B2+	uncertainty
beinhalten, beinhaltet, beinhaltete, hat beinhaltet	beinhalten, beinhaltet, beinhaltete, hat beinhaltet		verb	B2+	to contain, include
Irak	Irak		der	B2+	Iraq
virtuell	virtuell		adj	B1	virtual
Vorname	der Vorname, -n		der	A1	first name
Zeitschrift	die Zeitschrift, -en		die	A2	magazine, journal
absetzen, setzt ab, setzte ab, hat abgesetzt	absetzen, setzt ab, setzte ab, hat abgesetzt		verb	B2+	to drop off, dismiss
anführen, führt an, führte an, hat angeführt	anführen, führt an, führte an, hat angeführt		verb	B2+	to lead, command, quote
bestreiten, bestreitet, bestritt, hat bestritten	bestreiten, bestreitet, bestritt, hat bestritten		verb	B2+	to dispute
These	die These, -n		die	B2+	thesis
begehen, begeht, beging, hat begangen	begehen, begeht, beging, hat begangen		verb	B2+	to commit, make, celebrate
Besitz	der Besitz, -e		der	B2+	property, possession
etliche	etliche		pron	B2+	quite a few
Gläubiger	der Gläubiger, -		der	B2+	creditor, believer
mitunter	mitunter		adv	B2+	from time to time
rutschen, rutscht, rutschte, ist gerutscht	rutschen, rutscht, rutschte, ist gerutscht		verb	B2+	to slide
unzählig	unzählig		adj	B2+	countless
Zeug	das Zeug, -e		das	B1	stuff
Anfrage	die Anfrage, -n		die	B2+	inquiry, request
auswirken, wirkt aus, wirkte aus, hat ausgewirkt	auswirken (sich), wirkt aus, wirkte aus, hat ausgewirkt		verb	B2+	to have an effect
effizient	effizient		adj	B2+	efficient
erarbeiten, erarbeitet, erarbeitete, hat erarbeitet	erarbeiten, erarbeitet, erarbeitete, hat erarbeitet		verb	B2+	to work for/out
Platte	die Platte, -n		die	B2+	disk, record, plate
siehe	siehe		adv	B2+	see
verheiratet	verheiratet		adj	A1	married
vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen	vorübergehen, geht vorüber, ging vorüber, ist vorübergegangen		verb, adj	B2+	to pass by; temporary
angucken, guckt an, guckte an, hat angeguckt	angucken, guckt an, guckte an, hat angeguckt (ankucken)		verb	B2+	to look
diskret	diskret		adj	B2+	discreet, confidential
erstaunen, erstaunt, erstaunte, ist erstaunt	erstaunen, erstaunt, erstaunte, ist erstaunt		verb	B2+	to astonish
Gymnasium	das Gymnasium, -en		das	B2+	secondary school
isolieren, isoliert, isolierte, hat isoliert	isolieren, isoliert, isolierte, hat isoliert		verb	B2+	to isolate, insulate
Mörder	der Mörder, -		der	B2+	murderer
erwachsen	erwachsen		adj	B2+	adult, grown-up
ökologisch	ökologisch		adj	B2+	ecological, organic
problematisch	problematisch		adj	B2+	problematic
Substitution	die Substitution, -en		die	B2+	substitution, replacement
Tipp	der Tipp, -s		der	A2	tip, hint
auffordern, fordert auf, forderte auf, hat aufgefordert	auffordern, fordert auf, forderte auf, hat aufgefordert		verb	B2+	to ask, request
Hügel	der Hügel, -		der	B1	hill
Kanton	der Kanton, -e		der	B2+	canton (Switzerland), province
Sachsen	Sachsen		das	B2+	Saxony
schwanger	schwanger		adj	A2	pregnant
Status	der Status, -		der	B2+	status
Stichwort	das Stichwort, -̈er		das	B2+	cue, key word
Tempo	das Tempo, -i		das	B1	pace, speed
wunderschön	wunderschön		adj	B1	wonderful, lovely
grüßen, grüßt, grüßte, hat gegrüßt	grüßen, grüßt, grüßte, hat gegrüßt		verb	B1	to greet
Weltmeister	der Weltmeister, -		der	B2+	world champion
Duft	der Duft, -̈e		der	B2+	(pleasant) smell, fragrance
hinweg	hinweg		adv	B2+	(be) over, for (many years)
aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt	aufzeigen, zeigt auf, zeigte auf, hat aufgezeigt		verb	B2+	to show, point out
ausstatten, stattet aus, stattete aus, hat ausgestattet	ausstatten, stattet aus, stattete aus, hat ausgestattet		verb	B2+	to furnish, provide
Großmutter	die Großmutter, -̈		die	A1	grandmother
Leidenschaft	die Leidenschaft, -en		die	B2+	passion
Parkplatz	der Parkplatz, -̈e		der	B2+	parking place
formen, formt, formte, hat geformt	formen, formt, formte, hat geformt		verb	B2+	to form
ha	ha		interj	B2+	ha
Universitätsbibliothek	die Universitätsbibliothek, -en		die	B2+	university library
Zusammensetzung	die Zusammensetzung, -en		die	B2+	composition
Ausführung	die Ausführung, -en		die	B2+	implementation, type
geheim	geheim		adj	B1	secret
rechtzeitig	rechtzeitig		adj	B1	punctual, in time
anwesend	anwesend		adj	B2+	present
brüllen, brüllt, brüllte, hat gebrüllt	brüllen, brüllt, brüllte, hat gebrüllt		verb	B2+	to bellow, roar, shout
nass	nass		adj	A2	wet
Quadratmeter	der Quadratmeter, -		der	B2+	square meter
Turm	der Turm, -̈e		der	B1	tower
Beschwerde	die Beschwerde, -n		die	B2+	complaint
Gewissen	das Gewissen, -		das	B1	conscience
intelligent	intelligent		adj	A2	intelligent
stehlen, stiehlt, stahl, hat gestohlen	stehlen, stiehlt, stahl, hat gestohlen		verb	B1	to steal
betreuen, betreut, betreute, hat betreut	betreuen, betreut, betreute, hat betreut		verb	B1	to look after, take care
Rahmenbedingung	die Rahmenbedingung, -en		die	B2+	prevailing condition
Suizid	der Suizid, -e		der	B2+	suicide
benachbart	benachbart		adj	B2+	neighboring, adjacent
explizit	explizit		adj	B2+	explicit
gegebenenfalls	gegebenenfalls		adv	B2+	if necessary
hintere	hintere (r, s)		adj	B2+	rear
schwingen, schwingt, schwang, hat geschwungen	schwingen, schwingt, schwang, hat geschwungen		verb	B2+	to swing
erleiden, erleidet, erlitt, hat erlitten	erleiden, erleidet, erlitt, hat erlitten		verb	B2+	to suffer
Export	der Export, -e		der	B1	export
kehren, kehrt, kehrte, hat gekehrt	kehren, kehrt, kehrte, hat gekehrt		verb	B2+	to sweep
Phantasie	die Phantasie, -n		die	B1	imagination, fantasy
Verbrechen	das Verbrechen, -		das	B2+	crime
Aktivierung	die Aktivierung, -en		die	B2+	activation
aussuchen, sucht aus, suchte aus, hat ausgesucht	aussuchen, sucht aus, suchte aus, hat ausgesucht		verb	B2+	to choose
Dunkelheit	die Dunkelheit, -en		die	B2+	darkness
hauen, haut, haute, hat gehauen	hauen, haut, haute, hat gehauen		verb	B2+	to hit, hew, slap
Stadion	das Stadion, -e		das	B1	stadium
Übertragung	die Übertragung, -en		die	B2+	transmission, broadcast
Wasserstoff	der Wasserstoff		der	B2+	hydrogen
Anblick	der Anblick, -e		der	B2+	sight
ausscheiden, scheidet aus, schied aus, hat ausgeschieden	ausscheiden, scheidet aus, schied aus, hat ausgeschieden		verb	B2+	to leave, retire, be eliminated
Durchschnitt	der Durchschnitt, -e		der	B1	average
Klima	das Klima, -s		das	B1	climate
vergrößern, vergrößert, vergrößerte, hat vergrößert	vergrößern, vergrößert, vergrößerte, hat vergrößert		verb	B1	to increase, extend, enlarge
Grafik	die Grafik, -en		die	B1	graphic
Großteil	der Großteil, -e		der	B2+	large part, majority
Motivation	die Motivation, -en		die	B2+	motivation
Software	die Software, -s		die	B2+	software
versammeln, versammelt, versammelte, hat versammelt	versammeln, versammelt, versammelte, hat versammelt		verb	B2+	to assemble, gather
wach	wach		adj	A2	awake
Hass	der Hass		der	B2+	hatred
strecken, streckt, streckte, hat gestreckt	strecken, streckt, streckte, hat gestreckt		verb	B2+	to stretch
telefonieren, telefoniert, telefonierte, hat telefoniert	telefonieren, telefoniert, telefonierte, hat telefoniert		verb	A1	to (make a telephone) call
ertragen, erträgt, ertrug, hat ertragen	ertragen, erträgt, ertrug, hat ertragen		verb	B2+	to bear
Ferne	die Ferne, -n		die	B2+	distance
Gelände	das Gelände, -		das	B2+	ground, site
Grundstück	das Grundstück, -e		das	B1	plot of land
wofür	wofür		pron	B2+	for what
jederzeit	jederzeit		adv	B1	anytime
neutral	neutral		adj	B2+	neutral
qualitativ	qualitativ		adj	B2+	qualitative
feucht	feucht		adj	B1	damp
Großvater	der Großvater, -̈		der	A1	grandfather
Lunge	die Lunge, -n		die	B2+	lung
mithilfe	mithilfe		prep	B2+	with the aid of
umwandeln, wandelt um, wandelte um, hat umgewandelt	umwandeln, wandelt um, wandelte um, hat umgewandelt		verb	B2+	to convert, change
Baden-Württemberg	Baden-Württemberg		das	B2+	Baden-Württemberg
Mittelalter	das Mittelalter		das	B2+	Middle Ages
Sehnsucht	die Sehnsucht, -̈e		die	B2+	longing
ablegen, legt ab, legte ab, hat abgelegt	ablegen, legt ab, legte ab, hat abgelegt		verb	B2+	to take off, put, file
furchtbar	furchtbar		adj	A2	terrible
Gründung	die Gründung, -en		die	B2+	foundation, formation, establishment
Architekt	der Architekt, -en		der	B2+	architect
differenzieren, differenziert, differenzierte, hat differenziert	differenzieren, differenziert, differenzierte, hat differenziert		verb	B2+	to differentiate
gewährleisten, gewährleistet, gewährleistete, hat gewährleistet	gewährleisten, gewährleistet, gewährleistete, hat gewährleistet		verb	B2+	to guarantee
Regal	das Regal, -e		das	B1	shelf
Rucksack	der Rucksack, -̈e		der	A2	rucksack, backpack
sensibel	sensibel		adj	B2+	sensitive
Vision	die Vision, -en		die	B2+	vision
vordere	vordere		adj	B2+	front
Börse	die Börse, -n		die	B2+	stock market
Orientierung	die Orientierung, -en		die	B2+	orientation
schweben, schwebt, schwebte, ist geschwebt	schweben, schwebt, schwebte, ist geschwebt		verb	B2+	to float, hover, be in the balance
Teller	der Teller, -		der	A2	plate
unterrichten, unterrichtet, unterrichtete, hat unterrichtet	unterrichten, unterrichtet, unterrichtete, hat unterrichtet		verb	B1	to teach
absolvieren, absolviert, absolvierte, hat absolviert	absolvieren, absolviert, absolvierte, hat absolviert		verb	B2+	to complete, graduate
einbeziehen, bezieht ein, bezog ein, hat einbezogen	einbeziehen, bezieht ein, bezog ein, hat einbezogen		verb	B2+	to include
Fettsäure	die Fettsäure, -n		die	B2+	fatty acid
herrlich	herrlich		adj	B2+	marvelous
untergehen, geht unter, ging unter, ist untergegangen	untergehen, geht unter, ging unter, ist untergegangen		verb	B2+	to go down
Einschränkung	die Einschränkung, -en		die	B2+	restriction
erteilen, erteilt, erteilte, hat erteilt	erteilen, erteilt, erteilte, hat erteilt		verb	B2+	to give
hervorgehen, geht hervor, ging hervor, ist hervorgegangen	hervorgehen, geht hervor, ging hervor, ist hervorgegangen		verb	B2+	to come from, follow
ignorieren, ignoriert, ignorierte, hat ignoriert	ignorieren, ignoriert, ignorierte, hat ignoriert		verb	B2+	to ignore
Stamm	der Stamm, -̈e		der	B2+	trunk, stem, tribe
pressen, presst, presste, hat gepresst	pressen, presst, presste, hat gepresst		verb	B2+	to press
radioaktiv	radioaktiv		adj	B2+	radioactive
unsicher	unsicher		adj	B2+	uncertain
wiedersehen, sieht wieder, sah wieder, hat wiedergesehen	wiedersehen, sieht wieder, sah wieder, hat wiedergesehen		verb, das	A1	to see again; reunion
Datum	das Datum, -en		das	A1	date
Kellner	der Kellner, -		der	B1	waiter, waitress
Kiste	die Kiste, -n		die	B1	box, crate
unterbringen, bringt unter, brachte unter, hat untergebracht	unterbringen, bringt unter, brachte unter, hat untergebracht		verb	B2+	to put (up), accommodate
vermögen, vermag, vermochte, hat vermocht	vermögen, vermag, vermochte, hat vermocht		verb	B2+	to be capable
fröhlich	fröhlich		adj	B1	cheerful
Grab	das Grab, -̈er		das	B2+	grave
motivieren, motiviert, motivierte, hat motiviert	motivieren, motiviert, motivierte, hat motiviert		verb	B2+	to motivate
quantitativ	quantitativ		adj	B2+	quantitative
spalten, spaltet, spaltete, hat gespalten	spalten, spaltet, spaltete, hat gespalten		verb	B2+	to split
Vorhaben	das Vorhaben, -		das	B1	plan, project
Einigung	die Einigung, -en		die	B2+	agreement
heimlich	heimlich		adj	B1	secret
Pilz	der Pilz, -e		der	B1	mushroom, fungus
Route	die Route, -n		die	B2+	route
Supermarkt	der Supermarkt, -̈e		der	A2	supermarket
Ausgang	der Ausgang, -̈e		der	A1	exit, outcome, starting point
Beschluss	der Beschluss, -̈e		der	B2+	decision, resolution
Bundeswehr	die Bundeswehr		die	B2+	Armed Forces
Kerl	der Kerl, -e		der	B2+	fellow, bloke
mechanisch	mechanisch		adj	B2+	mechanical
verdoppeln, verdoppelt, verdoppelte, hat verdoppelt	verdoppeln, verdoppelt, verdoppelte, hat verdoppelt		verb	B2+	to double
Ausgleich	der Ausgleich, -e		der	B2+	balancing, compensation, change
symmetrisch	symmetrisch		adj	B2+	symmetrical
anklagen, klagt an, klagte an, hat angeklagt	anklagen, klagt an, klagte an, hat angeklagt		verb	B2+	to accuse
Behinderung	die Behinderung, -en		die	B2+	obstruction, handicap
Dokument	das Dokument, -e		das	B1	document
staunen, staunt, staunte, hat gestaunt	staunen, staunt, staunte, hat gestaunt		verb	B2+	to be astonished
Varianz	die Varianz, -en		die	B2+	variance
zuwenden, wendet zu, wendete zu, hat zugewendet	zuwenden, wendet zu, wendete zu, hat zugewendet		verb	B2+	to turn toward, devote oneself to
abschneiden, schneidet ab, schnitt ab, hat abgeschnitten	abschneiden, schneidet ab, schnitt ab, hat abgeschnitten		verb	B2+	to cut off
anscheinend	anscheinend		adj	B2+	apparent
Demonstration	die Demonstration, -en		die	B2+	demonstration
Linse	die Linse, -n		die	B2+	lens, lentil
polnisch	polnisch		adj, das	B2+	Polish; Polish
Posten	der Posten, -		der	B2+	post, position
zuschauen, schaut zu, schaute zu, hat zugeschaut	zuschauen, schaut zu, schaute zu, hat zugeschaut		verb	B1	to watch
abhalten, hält ab, hielt ab, hat abgehalten	abhalten, hält ab, hielt ab, hat abgehalten		verb	B2+	to keep from
Arterie	die Arterie, -n		die	B2+	artery
Öffnung	die Öffnung, -en		die	B2+	opening, hole
senden, sendet, sendete, hat gesendet	senden, sendet, sendete, hat gesendet		verb	B1	to send, broadcast
gleiten, gleitet, glitt, ist geglitten	gleiten, gleitet, glitt, ist geglitten		verb	B2+	to glide
Norwegen	Norwegen		das	B2+	Norway
schildern, schildert, schilderte, hat geschildert	schildern, schildert, schilderte, hat geschildert		verb	B2+	to describe
Schrank	der Schrank, -̈e		der	A1	cabinet, wardrobe
Terrorismus	der Terrorismus		der	B2+	terrorism
Wechselkurs	der Wechselkurs, -e		der	B2+	exchange rate
Faust	die Faust, -̈e		die	B2+	fist
flüchten, flüchtet, flüchtete, ist geflüchtet	flüchten, flüchtet, flüchtete, ist geflüchtet		verb	B2+	to flee
lagern, lagert, lagerte, hat gelagert	lagern, lagert, lagerte, hat gelagert		verb	B2+	to store, camp
übertreiben, übertreibt, übertrieb, hat übertrieben	übertreiben, übertreibt, übertrieb, hat übertrieben		verb	B1	to exaggerate
Veröffentlichung	die Veröffentlichung, -en		die	B2+	publication
Bescheid	der Bescheid, -e		der	A2	information, reply
versagen, versagt, versagte, hat versagt	versagen, versagt, versagte, hat versagt		verb	B2+	to fail
Innenminister	der Innenminister, -		der	B2+	Minister of the Interior
klinisch	klinisch		adj	B2+	clinical
wiegen, wiegt, wog, hat gewogen	wiegen, wiegt, wog, hat gewogen		verb	B1	to weigh
Eingriff	der Eingriff, -e		der	B2+	intervention, interference
indisch	indisch		adj, das	B2+	Indian; Indian
Psychologie	die Psychologie, -n		die	B2+	psychology
Digitalisierung	die Digitalisierung, -en		die	B2+	digitalization
Einsicht	die Einsicht, -en		die	B2+	view, insight
Fräulein	das Fräulein, -		das	B2+	young lady, miss
Rose	die Rose, -n		die	A2	rose
Rückgang	der Rückgang, -̈e		der	B2+	fall, decline
verwirren, verwirrt, verwirrte, hat verwirrt	verwirren, verwirrt, verwirrte, hat verwirrt		verb	B2+	to confuse
aufeinander	aufeinander		adv	B2+	into/onto one another
demonstrieren, demonstriert, demonstrierte, hat demonstriert	demonstrieren, demonstriert, demonstrierte, hat demonstriert		verb	B2+	to demonstrate
einleiten, leitet ein, leitete ein, hat eingeleitet	einleiten, leitet ein, leitete ein, hat eingeleitet		verb	B2+	to introduce
entwerfen, entwirft, entwarf, hat entworfen	entwerfen, entwirft, entwarf, hat entworfen		verb	B2+	to design
Hunderte	Hunderte		(pl)	B2+	hundreds
Leib	der Leib, -er		der	B2+	body
objektiv	objektiv		adj	B2+	objective
schaden, schadet, schadete, hat geschadet	schaden, schadet, schadete, hat geschadet		verb	B1	to damage, harm
stumm	stumm		adj	B1	dumb, silent, mute
tja	tja		interj	B2+	well
Zaun	der Zaun, -̈e		der	B2+	fence
Empfänger	der Empfänger, -		der	A1	recipient
Hochzeit	die Hochzeit, -en		die	A1	wedding
maßgeblich	maßgeblich		adj	B2+	significant, decisive
Quartal	das Quartal, -e		das	B2+	quarter
Spalte	die Spalte, -n		die	B2+	fissure, cleft, column
Zettel	der Zettel, -		der	A2	piece of paper, note
Abgrenzung	die Abgrenzung, -en		die	B2+	boundary, disassociation
Jacke	die Jacke, -n		die	A1	jacket
Präferenz	die Präferenz, -en		die	B2+	preference
übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt	übereinstimmen, stimmt überein, stimmte überein, hat übereingestimmt		verb	B2+	to accord, correspond, agree
