Word	Annotation	Sense	Part of Speech	Level	English
linke	linke (r, s)		adj	A2	left
Einfluss	der Einfluss, -̈e		der	B1	influence
Temperatur	die Temperatur, -en		die	B1	temperature
leer	leer		adj	A2	empty
mitteilen, teilt mit, teilte mit, hat mitgeteilt	mitteilen, teilt mit, teilte mit, hat mitgeteilt		verb	B1	to inform
Verfahren	das Verfahren, -		das	A2	method, process, technique
danke	danke		adv	A1	thanks
beziehen, bezieht, bezog, hat bezogen	beziehen, bezieht, bezog, hat bezogen		verb	A2	to refer, put, get
verlangen, verlangt, verlangte, hat verlangt	verlangen, verlangt, verlangte, hat verlangt		verb	B1	to request, demand
zuerst	zuerst		adv	A2	first
Analyse	die Analyse, -n		die	A2	analysis
klassisch	klassisch		adj	A2	classical
ehemalig	ehemalig		adj	A2	former
Bein	das Bein, -e		das	A1	leg
Glas	das Glas, -̈er		das	A1	glass
untersuchen, untersucht, untersuchte, hat untersucht	untersuchen, untersucht, untersuchte, hat untersucht		verb	A2	to examine
kalt	kalt		adj	A2	cold
Sorge	die Sorge, -n		die	B1	worry
Himmel	der Himmel, -		der	A2	sky, heaven
künftig	künftig		adj	A2	future
national	national		adj	B1	national
Kirche	die Kirche, -n		die	A2	church
links	links		adv	A1	on/to the left
CDU	CDU (Christlich Demokratische Union Deutschlands)		die	A2	CDU
bislang	bislang		adv	A2	up to now
messen, misst, maß, hat gemessen	messen, misst, maß, hat gemessen		verb	B1	to measure
lieb	lieb		adj	A1	dear, kind
unbedingt	unbedingt		adv	A2	absolutely
Verein	der Verein, -e		der	A1	association, club
Atom	das Atom, -e		das	A2	atom
historisch	historisch		adj	B1	historical
sinken, sinkt, sank, ist gesunken	sinken, sinkt, sank, ist gesunken		verb	B1	to sink
kosten, kostet, kostete, hat gekostet	kosten, kostet, kostete, hat gekostet		verb	A1	to cost
Vorstellung	die Vorstellung, -en		die	B1	idea, introduction, performance
entscheidend	entscheidend		adj	A2	decisive
teilen, teilt, teilte, hat geteilt	teilen, teilt, teilte, hat geteilt		verb	A2	to divide, share
Typ	der Typ, -en		der	B1	type
stammen, stammt, stammte, hat gestammt	stammen, stammt, stammte, hat gestammt		verb	B1	to come (from), descend
wissenschaftlich	wissenschaftlich		adj	A2	scientific, scholarly
wieso	wieso		pron	B1	why
Faktor	der Faktor, -en		der	B1	factor
Bindung	die Bindung, -en		die	A2	relationship, attachment
Literatur	die Literatur, -en		die	B1	literature
überraschen, überrascht, überraschte, hat überrascht	überraschen, überrascht, überraschte, hat überrascht		verb	B1	to surprise
bestätigen, bestätigt, bestätigte, hat bestätigt	bestätigen, bestätigt, bestätigte, hat bestätigt		verb	A2	to confirm, endorse
bewusst	bewusst		adj	A2	conscious
Abschnitt	der Abschnitt, -e		der	B1	section, paragraph, chapter, passage
Nähe	die Nähe		die	A2	vicinity, proximity
zahlreich	zahlreich		adj	B1	numerous
medizinisch	medizinisch		adj	A2	medical
übrig	übrig		adj	B1	remaining, left, leftover
Türkei	die Türkei		die	A2	Turkey
Produktion	die Produktion, -en		die	B1	production
drücken, drückt, drückte, hat gedrückt	drücken, drückt, drückte, hat gedrückt		verb	A1	to press, push
drohen, droht, drohte, hat gedroht	drohen, droht, drohte, hat gedroht		verb	A2	to threaten
Linie	die Linie, -n		die	B1	line
Gas	das Gas, -e		das	B1	gas
schicken, schickt, schickte, hat geschickt	schicken, schickt, schickte, hat geschickt		verb	A1	to send
Hälfte	die Hälfte, -n		die	A2	half
Kontakt	der Kontakt, -e		der	A2	contact
Interview	das Interview, -s		das	A2	interview
egal	egal		adv	A2	(it’s all) the same, indifferent
reisen, reist, reiste, ist gereist	reisen, reist, reiste, ist gereist		verb	A1	to travel
Berg	der Berg, -e		der	A2	hill, mountain
irgendwo	irgendwo		adv	A2	somewhere
trennen, trennt, trennte, hat getrennt	trennen, trennt, trennte, hat getrennt		verb	A2	to separate
benötigen, benötigt, benötigte, hat benötigt	benötigen, benötigt, benötigte, hat benötigt		verb	B1	to require
Erinnerung	die Erinnerung, -en		die	B1	memory
verhindern, verhindert, verhinderte, hat verhindert	verhindern, verhindert, verhinderte, hat verhindert		verb	B1	to prevent
Sicht	die Sicht, -en		die	A2	view, visibility
Dollar	der Dollar, -		der	A2	dollar
leiden, leidet, litt, hat gelitten	leiden, leidet, litt, hat gelitten		verb	B1	to suffer
Anspruch	der Anspruch, -̈e		der	B1	claim
Position	die Position, -en		die	A2	position
Sport	der Sport, -e		der	A1	sport
BGB	BGB (Bürgerliches Gesetzbuch)		das	A2	civil code
Nachfrage	die Nachfrage, -n		die	B1	demand
blau	blau		adj	A2	blue
anschauen, schaut an, schaute an, hat angeschaut	anschauen, schaut an, schaute an, hat angeschaut		verb	A2	to look at, watch
teuer	teuer		adj	A1	expensive
Medien	Medien		die (pl)	B1	media
richten, richtet, richtete, hat gerichtet	richten, richtet, richtete, hat gerichtet		verb	A2	to direct, repair, follow
Institut	das Institut, -e		das	B1	institute
Plan	der Plan, -̈e		der	A1	plan
immerhin	immerhin		adv	A2	after all
Tor	das Tor, -e		das	B1	gate, goal
Betrieb	der Betrieb, -e		der	B1	business, operation
komplex	komplex		adj	A2	complex
Dorf	das Dorf, -̈er		das	A1	village
eignen, eignet, eignete, hat geeignet	eignen (sich), eignet, eignete, hat geeignet		verb	B1	to be suitable
Klasse	die Klasse, -n		die	A1	class, classroom, grade
eingehen, geht ein, ging ein, ist eingegangen	eingehen, geht ein, ging ein, ist eingegangen		verb	A2	to mention, discuss, react to, cater
erlauben, erlaubt, erlaubte, hat erlaubt	erlauben, erlaubt, erlaubte, hat erlaubt		verb	A1	to allow, permit
treiben, treibt, trieb, hat getrieben	treiben, treibt, trieb, hat getrieben		verb	B1	to drive, pursue
weg	weg		adv	A1	gone, vanished
aufstehen, steht auf, stand auf, ist aufgestanden	aufstehen, steht auf, stand auf, ist aufgestanden		verb	A1	to stand up, get up
Absatz	der Absatz, -̈e (Abs.)		der	A2	section, sales, paragraph, heel
unterwegs	unterwegs		adv	B1	on the way
Vertrag	der Vertrag, -̈e		der	A2	contract
Ausdruck	der Ausdruck, -̈e		der	B1	term, expression
geraten, gerät, geriet, ist geraten	geraten, gerät, geriet, ist geraten		verb	A2	to get into
toll	toll		adj	A2	great, terrific
schweigen, schweigt, schwieg, hat geschwiegen	schweigen, schweigt, schwieg, hat geschwiegen		verb, das	B1	to remain silent; silence
Schwester	die Schwester, -n		die	A1	sister
Chef	der Chef, -s		der	A1	head, leader, boss
greifen, greift, griff, hat gegriffen	greifen, greift, griff, hat gegriffen		verb	B1	to take hold of, reach
Risiko	das Risiko, -s		das	B1	risk
schwach	schwach		adj	A2	weak
Tabelle	die Tabelle, -n		die	B1	table, chart
ermöglichen, ermöglicht, ermöglichte, hat ermöglicht	ermöglichen, ermöglicht, ermöglichte, hat ermöglicht		verb	A2	to enable, allow
Freitag	der Freitag, -e		der	A2	Friday
Hinweis	der Hinweis, -e		der	B1	instruction, hint
Vorteil	der Vorteil, -e		der	B1	advantage
Protein	das Protein, -e		das	A2	protein
Gewinn	der Gewinn, -e		der	B1	profit
grundsätzlich	grundsätzlich		adj	A2	fundamental
März	der März, -e		der	A2	March
wiederholen, wiederholt, wiederholte, hat wiederholt	wiederholen, wiederholt, wiederholte, hat wiederholt		verb	A1	to repeat
Ruhe	die Ruhe		die	A2	silence, peace
Darstellung	die Darstellung, -en		die	B1	presentation, description, depiction
ruhig	ruhig		adj, part	A1	quiet, calm; really
Traum	der Traum, -̈e		der	A2	dream
behandeln, behandelt, behandelte, hat behandelt	behandeln, behandelt, behandelte, hat behandelt		verb	B1	to treat
stets	stets		adv	A2	always
aufhören, hört auf, hörte auf, hat aufgehört	aufhören, hört auf, hörte auf, hat aufgehört		verb	A2	to stop
schützen, schützt, schützte, hat geschützt	schützen, schützt, schützte, hat geschützt		verb	B1	to protect
diskutieren, diskutiert, diskutierte, hat diskutiert	diskutieren, diskutiert, diskutierte, hat diskutiert		verb	A2	to discuss
Ferse	die Ferse, -n		die	A2	heel
Sprecher	der Sprecher, -		der	A2	speaker, spokesperson
produzieren, produziert, produzierte, hat produziert	produzieren, produziert, produzierte, hat produziert		verb	B1	to produce
Kritik	die Kritik, -en		die	B1	criticism, review
erneut	erneut		adj	B1	again, renewed
Trainer	der Trainer, -		der	B1	coach
April	der April, -e		der	B1	April
melden, meldet, meldete, hat gemeldet	melden, meldet, meldete, hat gemeldet		verb	B1	to report, register
wiederum	wiederum		adv	B1	again, in turn
Opfer	das Opfer, -		das	B1	sacrifice, victim
hinaus	hinaus		adv	B1	out, beyond
vorhanden	vorhanden		adj	B1	available, existing
Westen, West-	Westen, West-		der	B1	west
Titel	der Titel, -		der	A2	title
Eindruck	der Eindruck, -̈e		der	B1	impression
Baum	der Baum, -̈e		der	A1	tree
lauten, lautet, lautete, hat gelautet	lauten, lautet, lautete, hat gelautet		verb	B1	to be (answer)
Diskussion	die Diskussion, -en		die	B1	discussion, debate
hingegen	hingegen		adv	B1	on the other hand
Student	der Student, -en		der	A1	student
Bevölkerung	die Bevölkerung, -en		die	B1	population, people
Finger	der Finger, -		der	B1	finger
Grüne	das Grüne		die	B1	the Greens
total	total		adj	A2	total, complete
Abstand	der Abstand, -̈e		der	B1	distance
Schulter	die Schulter, -n		die	B1	shoulder
Maßnahme	die Maßnahme, -n		die	B1	measure
Band	das Band, -̈er		der, die, das	A2	volume, tome; band (musical); ribbon, tape
darunter	darunter		pron	B1	under it, underneath
derjenige, diejenige, dasjenige	derjenige, diejenige, dasjenige		pron	B1	the one (who, that)
Wald	der Wald, -̈er		der	A2	forest, woods
Insel	die Insel, -n		die	A2	island
Schluss	der Schluss, -̈e		der	A1	end, conclusion
anschließend	anschließend		adv	B1	subsequent, afterwards
Volk	das Volk, -̈er		das	B1	people
kulturell	kulturell		adj	A1	cultural
definieren, definiert, definierte, hat definiert	definieren, definiert, definierte, hat definiert		verb	B1	to define
September	der September, -		der	B1	September
Beruf	der Beruf, -e		der	A1	occupation, job, profession
Ansatz	der Ansatz, -̈e		der	B1	approach, attempt
nötig	nötig		adj	B1	necessary
herrschen, herrscht, herrschte, hat geherrscht	herrschen, herrscht, herrschte, hat geherrscht		verb	B1	to rule
Sieg	der Sieg, -e		der	B1	victory
Küche	die Küche, -n		die	A1	kitchen, cuisine
verantwortlich	verantwortlich		adj	B1	responsible
täglich	täglich		adj	B1	daily
Montag	der Montag, -e		der	B1	Monday
Spaß	der Spaß, -̈e		der	A2	fun
herstellen, stellt her, stellte her, hat hergestellt	herstellen, stellt her, stellte her, hat hergestellt		verb	A2	to produce
überlegen	überlegen		verb	B1	superior
Mai	der Mai, -e		der	B1	May
umfassen, umfasst, umfasste, hat umfasst	umfassen, umfasst, umfasste, hat umfasst		verb	B1	to include, consist of, surround
ernst	ernst		adj	B1	serious
Roman	der Roman, -e		der	B1	novel
Januar	der Januar, -e		der	B1	January
neun	neun		num	A1	nine
kämpfen, kämpft, kämpfte, hat gekämpft	kämpfen, kämpft, kämpfte, hat gekämpft		verb	B1	to fight
jeweilig	jeweilig		adj	B1	particular, respective
versprechen, verspricht, versprach, hat versprochen	versprechen, verspricht, versprach, hat versprochen		verb	B1	to promise
Definition	die Definition, -en		die	B1	definition
vollständig	vollständig		adj	B1	complete
heben, hebt, hob, hat gehoben	heben, hebt, hob, hat gehoben		verb	B1	to lift, raise
Rücken	der Rücken, -		der	A2	back
existieren, existiert, existierte, hat existiert	existieren, existiert, existierte, hat existiert		verb	B1	to exist
Masse	die Masse, -n		die	B1	mass, crowd
singen, singt, sang, hat gesungen	singen, singt, sang, hat gesungen		verb	A2	to sing
Theorie	die Theorie, -n		die	B1	theory
Inhalt	der Inhalt, -e		der	B1	content, plot
scheitern, scheitert, scheiterte, ist gescheitert	scheitern, scheitert, scheiterte, ist gescheitert		verb	B1	to fail, break down
Ereignis	das Ereignis, -se		das	B1	event
lediglich	lediglich		adv	B1	merely
organisch	organisch		adj	B1	organic
glücklich	glücklich		adj	A1	happy, fortunate
Rest	der Rest, -e		der	A2	rest, remainder, balance
Wunsch	der Wunsch, -̈e		der	A2	wish
beschließen, beschließt, beschloss, hat beschlossen	beschließen, beschließt, beschloss, hat beschlossen		verb	B1	to decide
dick	dick		adj	A2	thick, fat
riesig	riesig		adj	B1	huge, great, tremendous, giant, massive, humongous, enormous
heutig	heutig		adj	B1	present-day, today’s
hallo	hallo		part	A1	hello
Museum	das Museum, -en		das	A2	museum
Farbe	die Farbe, -n		die	A1	color
zwölf	zwölf		num	A1	twelve
per	per		prep	B1	by, per
regelmäßig	regelmäßig		adj	B1	regular
her	her		adv	A2	from sth, ago, as far as . . . is concerned
wechseln, wechselt, wechselte, hat gewechselt	wechseln, wechselt, wechselte, hat gewechselt		verb	A2	to change
einstellen, stellt ein, stellte ein, hat eingestellt	einstellen, stellt ein, stellte ein, hat eingestellt		verb	B1	to adjust, employ, stop, discontinue
Theater	das Theater, -		das	A2	theater
König	der König, -e		der	B1	king
Ohr	das Ohr, -en		das	A2	ear
fördern, fördert, förderte, hat gefördert	fördern, fördert, förderte, hat gefördert		verb	B1	to promote, support
elektrisch	elektrisch		adj	B1	electric
Aufbau	der Aufbau, -ten		der	B1	construction, structure
Beitrag	der Beitrag, -̈e		der	B1	contribution
Februar	der Februar, -e		der	B1	February
durchführen, führt durch, führte durch, hat durchgeführt	durchführen, führt durch, führte durch, hat durchgeführt		verb	B1	to carry out, hold, conduct, run
einfallen, fällt ein, fiel ein, ist eingefallen	einfallen, fällt ein, fiel ein, ist eingefallen		verb	B1	to occur, remind, remember, collapse
verletzen, verletzt, verletzte, hat verletzt	verletzen, verletzt, verletzte, hat verletzt		verb	A2	to injure
Kontrolle	die Kontrolle, -n		die	B1	inspection, control
Macht	die Macht, -̈e		die	B1	power, strength
Mannschaft	die Mannschaft, -en		die	A2	crew, team
entweder	entweder		conj	B1	either
behaupten, behauptet, behauptete, hat behauptet	behaupten, behauptet, behauptete, hat behauptet		verb	B1	to claim
Hoffnung	die Hoffnung, -en		die	B1	hope
Verantwortung	die Verantwortung, -en		die	B1	responsibility
schreien, schreit, schrie, hat geschrien	schreien, schreit, schrie, hat geschrien		verb	B1	to cry out, scream
andererseits	andererseits		adv	B1	on the other hand
Besuch	der Besuch, -e		der	A2	visit
hundert	hundert		num	A1	hundred
Quelle	die Quelle, -n		die	B1	source, spring
typisch	typisch		adj	A2	typical
Gebiet	das Gebiet, -e		das	B1	region, area, territory
Behörde	die Behörde, -n		die	B1	department, authorities
Samstag	der Samstag, -e		der	B1	Saturday
Organisation	die Organisation, -en		die	B1	organization
Summe	die Summe, -n		die	B1	sum
Job	der Job, -s		der	A1	job
ausreichen, reicht aus, reichte aus, hat ausgereicht	ausreichen, reicht aus, reichte aus, hat ausgereicht		verb	B1	to be sufficient
Grad	der Grad, -e		der, das	A1	degree
irgendein	irgendein		pron	B1	some, any
benutzen, benutzt, benutzte, hat benutzt	benutzen, benutzt, benutzte, hat benutzt		verb	A1	to use
irgendetwas, irgendwas	irgendetwas, irgendwas		pron	B1	something, anything
teilweise	teilweise		adv	B1	partly
vertrauen, vertraut, vertraute, hat vertraut	vertrauen, vertraut, vertraute, hat vertraut		verb, das	B1	to trust; trust, faith
Jahrzehnt	das Jahrzehnt, -e		das	B1	decade
Wind	der Wind, -e		der	A1	wind
unmittelbar	unmittelbar		adj	B1	immediate, direct
Bund	der Bund, -̈e		der	B1	association, alliance, bunch
extrem	extrem		adj	B1	extreme
Merkmal	das Merkmal, -e		das	B1	feature
theoretisch	theoretisch		adj	B1	theoretical
ermitteln, ermittelt, ermittelte, hat ermittelt	ermitteln, ermittelt, ermittelte, hat ermittelt		verb	B1	to find out, investigate
Papa	der Papa, -s		der	B1	daddy
Krankheit	die Krankheit, -en		die	A2	illness, disease
Voraussetzung	die Voraussetzung, -en		die	B1	condition, requirement
töten, tötet, tötete, hat getötet	töten, tötet, tötete, hat getötet		verb	B1	to kill
formulieren, formuliert, formulierte, hat formuliert	formulieren, formuliert, formulierte, hat formuliert		verb	B1	to formulate
Substanz	die Substanz, -en		die	B1	substance
Zeitpunkt	der Zeitpunkt, -e		der	B1	moment, (point in) time
wenigstens	wenigstens		adv	A2	at least
Gang	der Gang, -̈e		der	B1	corridor, aisle, course
Politiker	der Politiker, -		der	B1	politician
Unterstützung	die Unterstützung, -en		die	B1	support
hey	hey		part	B1	hey
brechen, bricht, brach, hat gebrochen	brechen, bricht, brach, hat gebrochen		verb	B1	to break
fassen, fasst, fasste, hat gefasst	fassen, fasst, fasste, hat gefasst		verb	B1	to grab, grasp, hold
Zentrum	das Zentrum, -en		das	A2	center
anrufen, ruft an, rief an, hat angerufen	anrufen, ruft an, rief an, hat angerufen		verb	A1	to call
entfernen, entfernt, entfernte, hat entfernt	entfernen, entfernt, entfernte, hat entfernt		verb	B1	to remove, leave
Juni	der Juni, -s		der	B1	June
Haut	die Haut, -̈e		die	B1	skin
verfolgen, verfolgt, verfolgte, hat verfolgt	verfolgen, verfolgt, verfolgte, hat verfolgt		verb	B1	to pursue, chase
gesellschaftlich	gesellschaftlich		adj	B1	social
Schutz	der Schutz, -e		der	B1	protection
Generation	die Generation, -en		die	B1	generation
chinesisch	chinesisch		adj, das	B1	Chinese; Chinese
Zeichen	das Zeichen, -		das	B1	sign
Wahrheit	die Wahrheit, -en		die	B1	truth
Haushalt	der Haushalt, -e		der	A2	household, budget
Garten	der Garten, -̈		der	A1	garden
hinten	hinten		adv	A1	at/in the back
auffallen, fällt auf, fiel auf, ist aufgefallen	auffallen, fällt auf, fiel auf, ist aufgefallen		verb	B1	to stand out, notice
Gegensatz	der Gegensatz, -̈e		der	B1	opposite, contrast
verteilen, verteilt, verteilte, hat verteilt	verteilen, verteilt, verteilte, hat verteilt		verb	B1	to distribute
Papier	das Papier, -e		das	A1	paper
physikalisch	physikalisch		adj	B1	physical
angesichts	angesichts		prep	B1	in view of
leise	leise		adj	A1	quiet, soft
vermutlich	vermutlich		adv	B1	probably
eindeutig	eindeutig		adj	B1	clear
heraus	heraus		adv	A2	out, outside
falls	falls		conj	B1	in case, if
erstmals	erstmals		adv	B1	for the first time
Partner	der Partner, -		der	A1	partner
nachdenken, denkt nach, dachte nach, hat nachgedacht	nachdenken, denkt nach, dachte nach, hat nachgedacht		verb	B1	to think about, reflect
Ausbildung	die Ausbildung, -en		die	A2	training, development
Wagen	der Wagen, -		der	A2	car, carriage
Schiff	das Schiff, -e		das	A2	ship
tausend	tausend		num	A1	thousand
Tat	die Tat, -en		die	B1	deed, action
obere	obere (r, s)		adj	B1	upper
Gleichung	die Gleichung, -en		die	B1	equation
Stein	der Stein, -e		der	B1	rock, stone
kümmern, kümmert, kümmerte, hat gekümmert	kümmern (sich), kümmert, kümmerte, hat gekümmert		verb	A1	to take care of, be concerned
mittlere	mittlere (r, s)		adj	B1	middle, average
erheben, erhebt, erhob, hat erhoben	erheben, erhebt, erhob, hat erhoben		verb	B1	to raise
Erklärung	die Erklärung, -en		die	B1	explanation
Konzept	das Konzept, -e		das	B1	concept, idea, plan
Mittwoch	der Mittwoch, -e		der	B1	Wednesday
stören, stört, störte, hat gestört	stören, stört, störte, hat gestört		verb	A2	to disturb, bother
Spur	die Spur, -en		die	B1	track, lane
berliner	berliner		adj	B1	(of) Berlin
Herausforderung	die Herausforderung, -en		die	B1	challenge
starten, startet, startete, hat gestartet	starten, startet, startete, hat gestartet		verb	B1	to start
staatlich	staatlich		adj	B1	state, government, national
verbessern, verbessert, verbesserte, hat verbessert	verbessern, verbessert, verbesserte, hat verbessert		verb	B1	to improve, correct
heiß	heiß		adj	A2	hot
Vergangenheit	die Vergangenheit, -en		die	B1	past
Gleichgewicht	das Gleichgewicht, -e		das	B1	balance
Griechenland	Griechenland		das	B1	Greece
Maß	das Maß, -e		das	B1	measure
abgeben, gibt ab, gab ab, hat abgegeben	abgeben, gibt ab, gab ab, hat abgegeben		verb	A1	to give, hand in, submit
Bericht	der Bericht, -e		der	B1	report
Qualität	die Qualität, -en		die	A2	quality
Rand	der Rand, -̈er		der	B1	edge
Italien	Italien		das	B1	Italy
Kern	der Kern, -e		der	B1	seed, core, nucleus
Winter	der Winter, -		der	B1	winter
Hintergrund	der Hintergrund, -̈e		der	B1	background
Osten, Ost-	Osten, Ost-		der	B1	east
Amerika	Amerika		das	B1	America
geboren	geboren		adj	A1	born
gefährlich	gefährlich		adj	A2	dangerous
zwingen, zwingt, zwang, hat gezwungen	zwingen, zwingt, zwang, hat gezwungen		verb	B1	to force
Bier	das Bier, -e		das	A1	beer
ansprechen, spricht an, sprach an, hat angesprochen	ansprechen, spricht an, sprach an, hat angesprochen		verb	B1	to address, speak
komplett	komplett		adj	B1	complete
Forderung	die Forderung, -en		die	B1	demand, claim
gelangen, gelangt, gelangte, ist gelangt	gelangen, gelangt, gelangte, ist gelangt		verb	B1	to reach
Nachricht	die Nachricht, -en		die	A2	news, message
sammeln, sammelt, sammelte, hat gesammelt	sammeln, sammelt, sammelte, hat gesammelt		verb	A2	to collect, gather
ablehnen, lehnt ab, lehnte ab, hat abgelehnt	ablehnen, lehnt ab, lehnte ab, hat abgelehnt		verb	B1	to refuse, reject, turn down
stoßen, stößt, stieß, hat gestoßen	stoßen, stößt, stieß, hat gestoßen		verb	B1	to bump, push
konstant	konstant		adj	B1	constant
Oktober	der Oktober, -		der	B1	October
umgehen, umgeht, umging, hat umgangen	umgehen, umgeht, umging, hat umgangen		verb	B1	to treat, handle
angehen, geht an, ging an, ist angegangen	angehen, geht an, ging an, ist angegangen		verb	B1	to concern, go on
verlaufen, verläuft, verlief, ist verlaufen	verlaufen, verläuft, verlief, ist verlaufen		verb	B1	to proceed, get lost
demnach	demnach		adv	B1	therefore
auftauchen, taucht auf, tauchte auf, ist aufgetaucht	auftauchen, taucht auf, tauchte auf, ist aufgetaucht		verb	B1	to surface, appear
böse	böse		adj	A1	bad, mad
auslösen, löst aus, löste aus, hat ausgelöst	auslösen, löst aus, löste aus, hat ausgelöst		verb	B1	to set off, provoke
weitergehen, geht weiter, ging weiter, ist weitergegangen	weitergehen, geht weiter, ging weiter, ist weitergegangen		verb	B1	to go on, continue
abhängen, hängt ab, hing ab, hat abgehangen	abhängen, hängt ab, hing ab, hat abgehangen		verb	B1	to depend
Geschwindigkeit	die Geschwindigkeit, -en		die	B1	speed
ideal	ideal		adj	B1	ideal
Augenblick	der Augenblick, -e		der	B1	moment
reduzieren, reduziert, reduzierte, hat reduziert	reduzieren, reduziert, reduzierte, hat reduziert		verb	B1	to reduce, decrease
Maschine	die Maschine, -n		die	A1	machine
linear	linear		adj	B1	linear
ausmachen, macht aus, machte aus, hat ausgemacht	ausmachen, macht aus, machte aus, hat ausgemacht		verb	A1	to put out, agree
eintreten, tritt ein, trat ein, hat eingetreten	eintreten, tritt ein, trat ein, hat eingetreten		verb	B1	to enter, join, occur
kritisch	kritisch		adj	B1	critical
äh	äh		part	B1	um
Wochenende	das Wochenende, -n		das	B1	weekend
Donnerstag	der Donnerstag, -e		der	B1	Thursday
Saison	die Saison, -s		die	B1	season
Forscher	der Forscher, -		der	B1	researcher
gründen, gründet, gründete, hat gegründet	gründen, gründet, gründete, hat gegründet		verb	B1	to establish, found
offensichtlich	offensichtlich		adj	B1	obvious
Teilchen	das Teilchen, -		das	B1	particle
genügen, genügt, genügte, hat genügt	genügen, genügt, genügte, hat genügt		verb	B1	to be sufficient
schieben, schiebt, schob, hat geschoben	schieben, schiebt, schob, hat geschoben		verb	B1	to push
Computer	der Computer, -		der	A1	computer
Effekt	der Effekt, -e		der	B1	effect
abnehmen, nimmt ab, nahm ab, hat abgenommen	abnehmen, nimmt ab, nahm ab, hat abgenommen		verb	B1	to lose weight, decrease, reduce
Verteilung	die Verteilung, -en		die	B1	distribution
blicken, blickt, blickte, hat geblickt	blicken, blickt, blickte, hat geblickt		verb	B1	to look
beitragen, trägt bei, trug bei, hat beigetragen	beitragen, trägt bei, trug bei, hat beigetragen		verb	B1	to contribute
Anwendung	die Anwendung, -en		die	B1	application, use
zeichnen, zeichnet, zeichnete, hat gezeichnet	zeichnen, zeichnet, zeichnete, hat gezeichnet		verb	A2	to draw
frisch	frisch		adj	A2	fresh
meistens	meistens		adv	A2	mostly
erwähnen, erwähnt, erwähnte, hat erwähnt	erwähnen, erwähnt, erwähnte, hat erwähnt		verb	B1	to mention
Welle	die Welle, -n		die	B1	wave
Nase	die Nase, -n		die	B1	nose
vertreten, vertritt, vertrat, hat vertreten	vertreten, vertritt, vertrat, hat vertreten		verb	B1	to represent, advocate, substitute
dicht	dicht		adj	B1	thick, dense
Soldat	der Soldat, -en		der	B1	soldier
bereit	bereit		adj	B1	ready
Technik	die Technik, -en		die	B1	technology, technique
Blatt	das Blatt, -̈er		das	A2	sheet, leaf
prägen, prägt, prägte, hat geprägt	prägen, prägt, prägte, hat geprägt		verb	B1	to shape, mint
sozusagen	sozusagen		adv	B1	so to speak
November	der November, -		der	B1	November
Schweizer	Schweizer		adj	B1	Swiss person
gesund	gesund		adj	A2	healthy
danken, dankt, dankte, hat gedankt	danken, dankt, dankte, hat gedankt		verb	A1	to thank
Fußball	der Fußball, -̈e		der	A1	soccer, soccer ball
Umstand	der Umstand, -̈e		der	B1	circumstance
einladen, lädt ein, lud ein, hat eingeladen	einladen, lädt ein, lud ein, hat eingeladen		verb	A1	to invite, load
Kilogramm, kg	Kilogramm, kg		das	B1	kilogram
warm	warm		adj	A2	warm
Integration	die Integration, -en		die	B1	integration
Nachbar	der Nachbar, -n		der	A2	neighbor
maximal	maximal		adj	B1	maximum
Figur	die Figur, -en		die	B1	figure
Freude	die Freude, -n		die	B1	joy
offiziell	offiziell		adj	B1	official
außen	außen		adj	B1	outside
Kreis	der Kreis, -e		der	B1	circle, district
nicken, nickt, nickte, hat genickt	nicken, nickt, nickte, hat genickt		verb	B1	to nod
digital	digital		adj	B1	digital
unbekannt	unbekannt		adj	B1	unknown
Gericht	das Gericht, -e		das	A2	court, dish
schätzen, schätzt, schätzte, hat geschätzt	schätzen, schätzt, schätzte, hat geschätzt		verb	B1	to estimate, value
organisieren, organisiert, organisierte, hat organisiert	organisieren, organisiert, organisierte, hat organisiert		verb	A2	to organize
Aspekt	der Aspekt, -e		der	B1	aspect
verzichten, verzichtet, verzichtete, hat verzichtet	verzichten, verzichtet, verzichtete, hat verzichtet		verb	B1	to do without
bemerken, bemerkt, bemerkte, hat bemerkt	bemerken, bemerkt, bemerkte, hat bemerkt		verb	B1	to notice
Kaffee	der Kaffee, -s		der	A1	coffee
Leid	das Leid		das, adv	B1	sorrow, grief; (be) tired (of)
still	still		adj	B1	still, quiet
leiten, leitet, leitete, hat geleitet	leiten, leitet, leitete, hat geleitet		verb	B1	to lead
Vertreter	der Vertreter, -		der	B1	representative
Statistik	die Statistik, -en		die	B1	statistics
Heimat	die Heimat, -en		die	A1	home, homeland
Milliliter, ml	Milliliter, ml		der	B1	milliliter
zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt	zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt		verb	B1	to return
Gegenstand	der Gegenstand, -̈e		der	B1	object
euer	euer		pron	A1	your
umsetzen, setzt um, setzte um, hat umgesetzt	umsetzen, setzt um, setzte um, hat umgesetzt		verb	B1	to implement, move, put (into practice)
betreiben, betreibt, betrieb, hat betrieben	betreiben, betreibt, betrieb, hat betrieben		verb	B1	to proceed with, operate, run
Zusammenarbeit	die Zusammenarbeit		die	B1	cooperation
enden, endet, endete, hat geendet	enden, endet, endete, hat geendet		verb	A1	to end
vielmehr	vielmehr		adv	B1	rather
konzentrieren, konzentriert, konzentrierte, hat konzentriert	konzentrieren, konzentriert, konzentrierte, hat konzentriert		verb	B1	to concentrate
